Абсолютный путь к файлу,Относительный путь к файлу,номер звезды
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5125.txt,second_dataset/1_1727.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6178.txt,second_dataset/1_0942.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5899.txt,second_dataset/3_0404.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4212.txt,second_dataset/1_0915.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1682.txt,second_dataset/1_1637.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3460.txt,second_dataset/1_0776.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3714.txt,second_dataset/1_0760.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/147.txt,second_dataset/2_0125.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6213.txt,second_dataset/2_0172.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6914.txt,second_dataset/1_0682.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4478.txt,second_dataset/1_0748.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7994.txt,second_dataset/5_0004.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/251.txt,second_dataset/1_0794.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7393.txt,second_dataset/1_1397.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1545.txt,second_dataset/4_0182.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1706.txt,second_dataset/3_0358.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/857.txt,second_dataset/1_0763.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6607.txt,second_dataset/1_1657.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9618.txt,second_dataset/2_0098.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/564.txt,second_dataset/1_0117.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7848.txt,second_dataset/1_1097.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6298.txt,second_dataset/1_0676.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/150.txt,second_dataset/5_0580.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2507.txt,second_dataset/1_1188.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3304.txt,second_dataset/1_1577.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5274.txt,second_dataset/2_0080.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3558.txt,second_dataset/1_1697.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2436.txt,second_dataset/1_0110.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2977.txt,second_dataset/1_0618.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5376.txt,second_dataset/1_0238.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6512.txt,second_dataset/1_1706.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6491.txt,second_dataset/1_0156.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8584.txt,second_dataset/5_0258.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9784.txt,second_dataset/1_0473.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2394.txt,second_dataset/1_0326.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6280.txt,second_dataset/1_0183.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4338.txt,second_dataset/3_0399.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1579.txt,second_dataset/1_1664.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8307.txt,second_dataset/1_1210.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/937.txt,second_dataset/3_0280.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6852.txt,second_dataset/1_0105.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9528.txt,second_dataset/4_0073.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8203.txt,second_dataset/5_0520.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5448.txt,second_dataset/1_1407.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6344.txt,second_dataset/1_0233.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9292.txt,second_dataset/1_0307.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/825.txt,second_dataset/2_0387.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8753.txt,second_dataset/2_0077.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4785.txt,second_dataset/1_1432.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6845.txt,second_dataset/2_0041.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6420.txt,second_dataset/3_0309.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1086.txt,second_dataset/1_0659.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1036.txt,second_dataset/1_1297.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5663.txt,second_dataset/1_0608.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9374.txt,second_dataset/1_1084.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9505.txt,second_dataset/4_0283.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/822.txt,second_dataset/1_0041.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9613.txt,second_dataset/5_0545.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2239.txt,second_dataset/1_0932.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6615.txt,second_dataset/1_0206.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8516.txt,second_dataset/5_0002.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7646.txt,second_dataset/5_0158.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2930.txt,second_dataset/5_0281.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/266.txt,second_dataset/4_0173.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5737.txt,second_dataset/4_0082.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9002.txt,second_dataset/3_0226.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/232.txt,second_dataset/4_0057.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8507.txt,second_dataset/1_1119.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8194.txt,second_dataset/4_0233.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2318.txt,second_dataset/5_0430.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3684.txt,second_dataset/1_0527.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/264.txt,second_dataset/1_0866.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6341.txt,second_dataset/1_0897.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/36.txt,second_dataset/5_0638.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4575.txt,second_dataset/1_1608.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6075.txt,second_dataset/5_0016.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/161.txt,second_dataset/4_0299.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7120.txt,second_dataset/1_0521.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1655.txt,second_dataset/5_0100.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2629.txt,second_dataset/5_0510.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2333.txt,second_dataset/1_1631.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7000.txt,second_dataset/5_0082.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/142.txt,second_dataset/1_0484.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9954.txt,second_dataset/1_0598.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3635.txt,second_dataset/4_0008.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7409.txt,second_dataset/5_0271.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3745.txt,second_dataset/5_0614.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9118.txt,second_dataset/1_1069.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3752.txt,second_dataset/1_1094.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1400.txt,second_dataset/2_0314.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7023.txt,second_dataset/3_0019.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2958.txt,second_dataset/1_0887.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7371.txt,second_dataset/5_0373.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/620.txt,second_dataset/1_1518.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3365.txt,second_dataset/5_0370.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4769.txt,second_dataset/1_1143.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1789.txt,second_dataset/5_0229.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6652.txt,second_dataset/2_0518.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5857.txt,second_dataset/1_0126.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8871.txt,second_dataset/3_0266.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8217.txt,second_dataset/3_0274.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6868.txt,second_dataset/1_0653.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8493.txt,second_dataset/1_1401.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1370.txt,second_dataset/5_0285.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1239.txt,second_dataset/1_0549.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6165.txt,second_dataset/1_1129.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9703.txt,second_dataset/1_1562.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5767.txt,second_dataset/1_0413.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9717.txt,second_dataset/5_0463.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7272.txt,second_dataset/5_0303.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3540.txt,second_dataset/5_0296.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6133.txt,second_dataset/2_0110.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4156.txt,second_dataset/1_1438.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8135.txt,second_dataset/1_1328.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/179.txt,second_dataset/1_0179.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4301.txt,second_dataset/1_0860.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7551.txt,second_dataset/4_0105.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8264.txt,second_dataset/3_0187.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1748.txt,second_dataset/3_0267.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9263.txt,second_dataset/1_0571.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1776.txt,second_dataset/3_0303.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3615.txt,second_dataset/2_0154.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7503.txt,second_dataset/5_0341.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7113.txt,second_dataset/1_1819.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6424.txt,second_dataset/5_0174.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8052.txt,second_dataset/3_0354.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2993.txt,second_dataset/3_0117.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6708.txt,second_dataset/1_1703.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6959.txt,second_dataset/1_1300.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4006.txt,second_dataset/5_0273.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1643.txt,second_dataset/1_1621.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6016.txt,second_dataset/1_0991.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6672.txt,second_dataset/3_0066.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3707.txt,second_dataset/1_1510.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1004.txt,second_dataset/3_0056.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4364.txt,second_dataset/1_1009.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/536.txt,second_dataset/3_0111.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7607.txt,second_dataset/3_0287.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6814.txt,second_dataset/2_0484.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4176.txt,second_dataset/2_0226.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6025.txt,second_dataset/4_0128.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6613.txt,second_dataset/1_1169.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6669.txt,second_dataset/1_0554.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7243.txt,second_dataset/5_0172.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1326.txt,second_dataset/1_1112.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3564.txt,second_dataset/1_0312.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7422.txt,second_dataset/3_0313.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4114.txt,second_dataset/1_0670.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3613.txt,second_dataset/1_0938.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9929.txt,second_dataset/4_0115.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3246.txt,second_dataset/2_0027.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4002.txt,second_dataset/2_0123.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7188.txt,second_dataset/3_0213.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6998.txt,second_dataset/1_1745.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3075.txt,second_dataset/1_1251.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4799.txt,second_dataset/2_0516.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7342.txt,second_dataset/3_0059.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2620.txt,second_dataset/1_0974.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7241.txt,second_dataset/3_0403.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2131.txt,second_dataset/1_1563.txt,1
